decreased in hrde-1 at 23C 3,Input,Suggested Match,History
scl-24,scl-24,WBGene00008575,Public name for WBGene00008575. History: N.A.
Y22D7AL.15,Y22D7AL.15,WBGene00021253,Public name for WBGene00021253. History: N.A.
dpy-4,dpy-4,WBGene00001066,Public name for WBGene00001066. History: N.A.
F58H7.5,F58H7.5,WBGene00019070,Public name for WBGene00019070. History: N.A.
vps-32.2,vps-32.2,WBGene00016497,Public name for WBGene00016497. History: Renamed on 2005-03-17
W03H9.2,W03H9.2,WBGene00012228,Public name for WBGene00012228. History: N.A.
F55B11.6,F55B11.6,WBGene00044249,Public name for WBGene00044249. History: N.A.
F55B11.4,F55B11.4,WBGene00010086,Public name for WBGene00010086. History: N.A.
tag-329,tag-329,WBGene00008231,Public name for WBGene00008231. History: N.A.
F40D4.13,F40D4.13,WBGene00009572,Public name for WBGene00009572. History: N.A.
C13B9.4,C13B9.4,WBGene00015735,Sequence name for WBGene00015735(pdfr-1). History: Renamed on 2012-08-29
F08G5.6,F08G5.6,WBGene00008584,Sequence name for WBGene00008584(irg-4). History: N.A.
wrt-1,wrt-1,WBGene00006947,Public name for WBGene00006947. History: N.A.
F41G4.7,F41G4.7,WBGene00018310,"Public name for WBGene00018310. History: Split into F41G4.13(WBGene00304806). History of WBGene00018310: Split into ""WBGene00304806"" on 2019-05-20"
F41G4.5,F41G4.5,WBGene00018309,Public name for WBGene00018309. History: N.A.
