Genes significantely down-regulated by GRO-seq in drh-3 (ne4253) vs. WT using DESeq p<0.05,Input,Suggested Match,History
AC8.7,AC8.7,WBGene00007079,Public name for WBGene00007079. History: N.A.
B0001.7,B0001.7,WBGene00007092,Public name for WBGene00007092. History: N.A.
B0035.6,B0035.6,WBGene00007109,Sequence name for WBGene00007109(edg-1). History: N.A.
B0035.8,B0035.8,WBGene00001922,Sequence name for WBGene00001922(his-48). History: N.A.
B0035.9,B0035.9,WBGene00001920,Sequence name for WBGene00001920(his-46). History: N.A.
B0041.4,B0041.4,WBGene00004415,Sequence name for WBGene00004415(rpl-4). History: N.A.
B0047.2,B0047.2,WBGene00015013,Sequence name for WBGene00015013(btb-3). History: N.A.
B0047.3,B0047.3,WBGene00015014,Sequence name for WBGene00015014(bath-24). History: N.A.
B0244.8,B0244.8,WBGene00015083,Sequence name for WBGene00015083(egg-1). History: N.A.
B0250.1,B0250.1,WBGene00004413,Sequence name for WBGene00004413(rpl-2). History: N.A.
B0261.7,B0261.7,WBGene00015095,Public name for WBGene00015095. History: N.A.
B0273.2,B0273.2,WBGene00004243,Sequence name for WBGene00004243(puf-7). History: N.A.
B0273.3,B0273.3,WBGene00015098,Sequence name for WBGene00015098(snpc-3.1). History: N.A.
B0304.2,B0304.2,WBGene00015134,Public name for WBGene00015134. History: N.A.
B0393.6,B0393.6,WBGene00007171,Public name for WBGene00007171. History: N.A.
B0414.3,B0414.3,WBGene00001856,Sequence name for WBGene00001856(hil-5). History: Renamed on 2010-11-12
B0414.5,B0414.5,WBGene00000772,Sequence name for WBGene00000772(cpb-3). History: N.A.
B0513.6,B0513.6,WBGene00007198,Public name for WBGene00007198. History: N.A.
C01F6.4,C01F6.4,WBGene00001413,Sequence name for WBGene00001413(fem-3). History: N.A.
C01G5.2,C01G5.2,WBGene00004179,"Sequence name for WBGene00004179(prg-2). History: Renamed on 2007-11-05. Public name for Dead gene WBGene00015304. History of WBGene00015304: Merged into ""WBGene00004179"" on 2007-11-05"
C01G8.1,C01G8.1,WBGene00015312,Public name for WBGene00015312. History: N.A.
C03D6.5,C03D6.5,WBGene00007277,Sequence name for WBGene00007277(asfl-1). History: N.A.
C04F12.5,C04F12.5,WBGene00007299,Public name for WBGene00007299. History: N.A.
C05C10.7,C05C10.7,WBGene00007334,Public name for WBGene00007334. History: N.A.
C05D2.5,C05D2.5,WBGene00001514,Sequence name for WBGene00001514(xnd-1). History: Renamed on 2008-09-15
C06A5.6,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
C06E7.1,C06E7.1,WBGene00015538,Sequence name for WBGene00015538(sams-3). History: N.A.
C07G2.1,C07G2.1,WBGene00000465,Sequence name for WBGene00000465(cpg-1). History: Renamed on 2006-06-16; Renamed on 2008-01-14
C08C3.4,C08C3.4,WBGene00015591,Sequence name for WBGene00015591(cyk-7). History: N.A.
C09G9.6,C09G9.6,WBGene00003864,Sequence name for WBGene00003864(oma-1). History: N.A.
C10C6.5,C10C6.5,WBGene00007513,Sequence name for WBGene00007513(wht-2). History: N.A.
C10F3.1,C10F3.1,WBGene00015677,Sequence name for WBGene00015677(cpg-4). History: N.A.
C10H11.10,C10H11.10,WBGene00015698,Sequence name for WBGene00015698(kca-1). History: N.A.
C14B1.9,C14B1.9,WBGene00007580,Public name for WBGene00007580. History: N.A.
C14C11.2,C14C11.2,WBGene00015766,Public name for WBGene00015766. History: N.A.
C15H11.5,C15H11.5,WBGene00007615,Sequence name for WBGene00007615(set-31). History: Renamed on 2007-05-03
C15H11.6,C15H11.6,WBGene00003835,Sequence name for WBGene00003835(nxf-2). History: N.A.
C16A11.3,C16A11.3,WBGene00015816,"Public name for WBGene00015816. History: Split into C16A11.10(WBGene00185089). History of WBGene00015816: Split into ""WBGene00185089"" on 2009-03-13"
C16A11.4,C16A11.4,WBGene00015817,Public name for WBGene00015817. History: N.A.
C16A11.5,C16A11.5,WBGene00015818,Public name for WBGene00015818. History: N.A.
C16A11.9,C16A11.9,WBGene00045297,Sequence name for WBGene00045297(fbxc-43). History: N.A.
C17E4.3,C17E4.3,WBGene00007643,Sequence name for WBGene00007643(marc-3). History: N.A.
C18A3.9,C18A3.9,WBGene00015945,Public name for WBGene00015945. History: N.A.
C18G1.4,C18G1.4,WBGene00003994,"Sequence name for WBGene00003994(pgl-3). History: Renamed on 2005-10-06. Public name for Dead gene WBGene00015983. History of WBGene00015983: Merged into ""WBGene00003994"" on 2005-09-06"
C18G1.5,C18G1.5,WBGene00001855,Sequence name for WBGene00001855(hil-4). History: Renamed on 2010-11-12
C23G10.6,C23G10.6,WBGene00016013,Sequence name for WBGene00016013(ugt-66). History: N.A.
C24G6.1,C24G6.1,WBGene00006376,Sequence name for WBGene00006376(syp-2). History: N.A.
C24H12.5,C24H12.5,WBGene00016074,Sequence name for WBGene00016074(dnsn-1). History: N.A.
C25G4.4,C25G4.4,WBGene00007732,Sequence name for WBGene00007732(spe-44). History: Renamed on 2011-09-22; Renamed on 2013-04-16
C26F1.9,C26F1.9,WBGene00004453,Sequence name for WBGene00004453(rpl-39). History: N.A.
C27A2.3,C27A2.3,WBGene00002068,Sequence name for WBGene00002068(ify-1). History: N.A.
C28A5.1,C28A5.1,WBGene00007788,Public name for WBGene00007788. History: N.A.
C28A5.2,C28A5.2,WBGene00007789,Public name for WBGene00007789. History: N.A.
C29A12.1,C29A12.1,WBGene00007797,Public name for WBGene00007797. History: N.A.
C30B5.1,C30B5.1,WBGene00077732,"Sequence name for WBGene00077732(szy-4). History: Renamed on 2012-08-15. Public name for Dead gene WBGene00016243. History of WBGene00016243: Merged into ""WBGene00077732"" on 2012-08-15"
C30F12.4,C30F12.4,WBGene00016263,Public name for WBGene00016263. History: N.A.
C30G12.6,C30G12.6,WBGene00016277,Public name for WBGene00016277. History: N.A.
C30G12.7,C30G12.7,WBGene00004244,Sequence name for WBGene00004244(puf-8). History: Renamed on 2012-08-14
C31H1.8,C31H1.8,WBGene00016291,Sequence name for WBGene00016291(oops-1). History: N.A.
C32E8.2,C32E8.2,WBGene00004425,Sequence name for WBGene00004425(rpl-13). History: N.A.
C33C12.8,C33C12.8,WBGene00016340,Sequence name for WBGene00016340(gba-2). History: N.A.
C33H5.10,C33H5.10,WBGene00044326,"Sequence name for WBGene00044326(tag-322). History: N.A.. Public name for Dead gene WBGene00016377. History of WBGene00016377: Merged into ""WBGene00044326"" on 2006-06-29"
C33H5.4,C33H5.4,WBGene00002221,Sequence name for WBGene00002221(klp-10). History: N.A.
C34B2.7,C34B2.7,WBGene00016392,Sequence name for WBGene00016392(sdha-2). History: N.A.
C34G6.5,C34G6.5,WBGene00016421,Sequence name for WBGene00016421(cdc-7). History: N.A.
C35E7.8,C35E7.8,WBGene00016460,Public name for WBGene00016460. History: N.A.
C36A4.8,C36A4.8,WBGene00000264,Sequence name for WBGene00000264(brc-1). History: N.A.
C37C3.9,C37C3.9,WBGene00016501,Public name for WBGene00016501. History: N.A.
C38C10.4,C38C10.4,WBGene00001689,Sequence name for WBGene00001689(gpr-2). History: N.A.
C38D4.1,C38D4.1,WBGene00008003,Sequence name for WBGene00008003(enu-3.2). History: N.A.
C38D4.4,C38D4.4,WBGene00008005,Sequence name for WBGene00008005(mip-1). History: Renamed on 2021-12-09
C40H1.1,C40H1.1,WBGene00000770,Sequence name for WBGene00000770(cpb-1). History: N.A.
C41G7.2,C41G7.2,WBGene00002226,Sequence name for WBGene00002226(klp-16). History: N.A.
C44E12.1,C44E12.1,WBGene00016657,Public name for WBGene00016657. History: N.A.
C46A5.5,C46A5.5,WBGene00016701,Sequence name for WBGene00016701(dsb-3). History: N.A.
C46A5.6,C46A5.6,WBGene00016702,Public name for WBGene00016702. History: N.A.
C48B4.10,C48B4.10,WBGene00008173,Public name for WBGene00008173. History: N.A.
C48B4.11,C48B4.11,WBGene00008174,Public name for WBGene00008174. History: N.A.
C48B4.8,C48B4.8,WBGene00008171,Public name for WBGene00008171. History: N.A.
C48B4.9,C48B4.9,WBGene00008172,Public name for WBGene00008172. History: N.A.
C48D1.2,C48D1.2,WBGene00000417,Sequence name for WBGene00000417(ced-3). History: N.A.
C50C3.1,C50C3.1,WBGene00016799,Public name for WBGene00016799. History: N.A.
