2-fold down-regulated genes by GRO-seq in csr-1 hypomorph vs. WT,Input,Suggested Match,History
AC3.2,AC3.2,WBGene00007070,"Sequence name for WBGene00007070(ugt-49). History: Split into AC3.9(WBGene00044022). History of WBGene00007070: Split into ""WBGene00044022"" on 2004-12-13"
AH6.5,AH6.5,WBGene00003231,Sequence name for WBGene00003231(mex-6). History: N.A.
B0024.13,B0024.13,WBGene00007102,Public name for WBGene00007102. History: N.A.
B0024.9,B0024.9,WBGene00007099,Sequence name for WBGene00007099(trx-2). History: N.A.
B0035.10,B0035.10,WBGene00001919,Sequence name for WBGene00001919(his-45). History: N.A.
B0035.3,B0035.3,WBGene00007106,Public name for WBGene00007106. History: N.A.
B0035.6,B0035.6,WBGene00007109,Sequence name for WBGene00007109(edg-1). History: N.A.
B0035.8,B0035.8,WBGene00001922,Sequence name for WBGene00001922(his-48). History: N.A.
B0213.15,B0213.15,WBGene00015044,Sequence name for WBGene00015044(cyp-34A9). History: Renamed on 2004-08-25
B0218.6,B0218.6,WBGene00015050,Sequence name for WBGene00015050(clec-51). History: N.A.
B0240.4,B0240.4,WBGene00007118,Sequence name for WBGene00007118(npp-22). History: Renamed on 2008-01-28
B0244.8,B0244.8,WBGene00015083,Sequence name for WBGene00015083(egg-1). History: N.A.
B0252.4,B0252.4,WBGene00000886,Sequence name for WBGene00000886(cyn-10). History: N.A.
B0261.7,B0261.7,WBGene00015095,Public name for WBGene00015095. History: N.A.
B0280.5,B0280.5,WBGene00015102,Sequence name for WBGene00015102(cpg-2). History: N.A.
B0304.7,B0304.7,WBGene00005060,Sequence name for WBGene00005060(sra-34). History: N.A.
B0334.1,B0334.1,WBGene00007142,Sequence name for WBGene00007142(ttr-18). History: N.A.
B0334.3,B0334.3,WBGene00007143,Sequence name for WBGene00007143(hacl-1). History: N.A.
B0348.6,B0348.6,WBGene00002061,Sequence name for WBGene00002061(ife-3). History: N.A.
B0379.1,B0379.1,WBGene00007155,Public name for WBGene00007155. History: N.A.
B0379.3,B0379.3,WBGene00003508,Sequence name for WBGene00003508(mut-16). History: Renamed on 2013-10-16
B0393.6,B0393.6,WBGene00007171,Public name for WBGene00007171. History: N.A.
B0414.3,B0414.3,WBGene00001856,Sequence name for WBGene00001856(hil-5). History: Renamed on 2010-11-12
B0414.5,B0414.5,WBGene00000772,Sequence name for WBGene00000772(cpb-3). History: N.A.
B0414.6,B0414.6,WBGene00001600,Sequence name for WBGene00001600(glh-3). History: N.A.
B0457.4,B0457.4,WBGene00007179,Public name for WBGene00007179. History: N.A.
B0511.7,B0511.7,WBGene00015233,Public name for WBGene00015233. History: N.A.
