2-fold Up-regulated genes by GRO-seq in csr-1 hypomorph vs. WT,Input,Suggested Match,History
AC3.10,AC3.10,WBGene00004964,"Sequence name for WBGene00004964(spe-10). History: N.A.. Public name for Dead gene WBGene00044023. History of WBGene00044023: Merged into ""WBGene00004964"" on 2005-12-22"
AC7.3,AC7.3,WBGene00014997,Public name for WBGene00014997. History: N.A.
AH10.2,AH10.2,WBGene00007083,Public name for WBGene00007083. History: N.A.
AH6.1,AH6.1,WBGene00001528,Sequence name for WBGene00001528(gcy-1). History: N.A.
AH6.14,AH6.14,WBGene00005035,Sequence name for WBGene00005035(sra-9). History: N.A.
AH6.2,AH6.2,WBGene00007080,Sequence name for WBGene00007080(sfxn-1.1). History: N.A.
AH6.3,AH6.3,WBGene00007081,Public name for WBGene00007081. History: N.A.
B0024.2,B0024.2,WBGene00000723,Sequence name for WBGene00000723(col-150). History: N.A.
B0205.10,B0205.10,WBGene00015024,Public name for WBGene00015024. History: N.A.
B0207.11,B0207.11,WBGene00015034,Public name for WBGene00015034. History: N.A.
B0207.2,B0207.2,WBGene00015027,Public name for WBGene00015027. History: N.A.
B0207.5,B0207.5,WBGene00015028,Public name for WBGene00015028. History: N.A.
B0207.7,B0207.7,WBGene00015030,Public name for WBGene00015030. History: N.A.
B0207.8,B0207.8,,Public name for Dead gene WBGene00015031. History of WBGene00015031: Killed on 2019-09-26. Remark: No evidence for this gene.
B0207.9,B0207.9,WBGene00015032,Public name for WBGene00015032. History: N.A.
B0212.6,B0212.6,WBGene00015035,"Public name for Dead gene WBGene00044111. History of WBGene00044111: Merged into ""WBGene00015035"" on 2013-09-27"
B0213.10,B0213.10,WBGene00015040,Sequence name for WBGene00015040(cyp-34A5). History: N.A.
B0213.12,B0213.12,WBGene00015042,Sequence name for WBGene00015042(cyp-34A7). History: N.A.
B0213.7,B0213.7,WBGene00006142,Sequence name for WBGene00006142(str-83). History: N.A.
B0213.8,B0213.8,WBGene00006141,Sequence name for WBGene00006141(str-82). History: N.A.
B0213.9,B0213.9,WBGene00006274,Sequence name for WBGene00006274(str-247). History: N.A.
B0218.5,B0218.5,WBGene00015049,Public name for WBGene00015049. History: N.A.
B0222.2,B0222.2,WBGene00015054,Sequence name for WBGene00015054(pitr-2). History: N.A.
B0222.3,B0222.3,WBGene00015055,Sequence name for WBGene00015055(pitr-3). History: N.A.
B0228.6,B0228.6,WBGene00015063,Public name for WBGene00015063. History: N.A.
B0228.8,B0228.8,WBGene00015065,Public name for WBGene00015065. History: N.A.
B0238.3,B0238.3,WBGene00015068,Sequence name for WBGene00015068(srt-68). History: N.A.
B0238.5,B0238.5,WBGene00015069,Sequence name for WBGene00015069(srt-67). History: N.A.
B0238.6,B0238.6,WBGene00015070,Sequence name for WBGene00015070(srt-70). History: N.A.
B0238.7,B0238.7,WBGene00015071,Sequence name for WBGene00015071(cest-30). History: N.A.
B0238.8,B0238.8,WBGene00015072,Sequence name for WBGene00015072(srt-69). History: N.A.
B0240.2,B0240.2,WBGene00007117,Sequence name for WBGene00007117(spe-42). History: N.A.
B0244.4,B0244.4,WBGene00015079,Public name for WBGene00015079. History: N.A.
B0244.5,B0244.5,WBGene00015080,Public name for WBGene00015080. History: N.A.
B0250.6,B0250.6,WBGene00007123,Sequence name for WBGene00007123(srbc-79). History: N.A.
B0261.5,B0261.5,WBGene00015093,Public name for WBGene00015093. History: N.A.
B0273.1,B0273.1,WBGene00015097,Public name for WBGene00015097. History: N.A.
B0280.17,B0280.17,WBGene00044674,Public name for WBGene00044674. History: N.A.
B0281.1,B0281.1,WBGene00015108,Public name for WBGene00015108. History: N.A.
B0281.3,B0281.3,WBGene00015110,Public name for WBGene00015110. History: N.A.
B0281.4,B0281.4,WBGene00015111,Public name for WBGene00015111. History: N.A.
B0281.5,B0281.5,WBGene00015112,Public name for WBGene00015112. History: N.A.
B0281.6,B0281.6,WBGene00015113,Public name for WBGene00015113. History: N.A.
B0281.8,B0281.8,WBGene00015114,Public name for WBGene00015114. History: N.A.
B0284.1,B0284.1,WBGene00007131,Sequence name for WBGene00007131(pals-26). History: N.A.
