Genes significantely Up-regulated by GRO-seq in drh-3 (ne4253) vs. WT using DESeq p<0.05,Input,Suggested Match,History
B0213.2,B0213.2,WBGene00003765,Sequence name for WBGene00003765(nlp-27). History: N.A.
B0213.3,B0213.3,WBGene00003766,Sequence name for WBGene00003766(nlp-28). History: N.A.
B0218.8,B0218.8,WBGene00015052,Sequence name for WBGene00015052(clec-52). History: N.A.
B0391.11,B0391.11,WBGene00007166,Sequence name for WBGene00007166(fbxa-152). History: N.A.
B0454.3,B0454.3,WBGene00005540,Sequence name for WBGene00005540(sri-28). History: N.A.
BE10.3,BE10.3,WBGene00007211,Public name for WBGene00007211. History: N.A.
C04E6.5,C04E6.5,WBGene00015422,Public name for WBGene00015422. History: N.A.
C04H5.7,C04H5.7,WBGene00007315,Public name for WBGene00007315. History: N.A.
C08F1.8,C08F1.8,WBGene00015611,"Public name for WBGene00015611. History: Split into C08F1.13(WBGene00269390), C08F1.12(WBGene00269389). History of WBGene00015611: Split into ""WBGene00269390"" on 2016-02-18; Split into ""WBGene00269389"" on 2016-02-18"
C08F8.6,C08F8.6,WBGene00007448,Public name for WBGene00007448. History: N.A.
C09B9.2,C09B9.2,WBGene00015627,Public name for WBGene00015627. History: N.A.
C09G9.7,C09G9.7,WBGene00007496,Sequence name for WBGene00007496(npax-4). History: N.A.
C15H7.3,C15H7.3,WBGene00007610,Public name for WBGene00007610. History: N.A.
C17G10.6,C17G10.6,WBGene00015918,Public name for WBGene00015918. History: N.A.
C17H1.10,C17H1.10,WBGene00044237,Sequence name for WBGene00044237(pals-9). History: N.A.
C18D11.6,C18D11.6,WBGene00007682,Public name for WBGene00007682. History: N.A.
C25F9.2,C25F9.2,WBGene00007723,Public name for WBGene00007723. History: N.A.
C25G4.7,C25G4.7,WBGene00007734,Public name for WBGene00007734. History: N.A.
C31A11.7,C31A11.7,WBGene00007835,Sequence name for WBGene00007835(oac-7). History: N.A.
C32B5.10,C32B5.10,WBGene00016303,Sequence name for WBGene00016303(fbxc-32). History: N.A.
C32B5.5,C32B5.5,WBGene00016298,Sequence name for WBGene00016298(fbxc-14). History: N.A.
C33D9.10,C33D9.10,WBGene00044239,Public name for WBGene00044239. History: N.A.
C34D1.2,C34D1.2,WBGene00007929,"Sequence name for Dead gene WBGene00007930. History of WBGene00007930: Merged into ""WBGene00007929"" on 2020-07-13. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC....Merged into WBGene00007929 dmd-11 moved as Other_name."
C35E7.5,C35E7.5,WBGene00016457,Public name for WBGene00016457. History: N.A.
C41D11.6,C41D11.6,WBGene00016565,Sequence name for WBGene00016565(sosi-1). History: N.A.
C41G7.6,C41G7.6,WBGene00008063,Sequence name for WBGene00008063(cycl-2). History: N.A.
C41H7.3,C41H7.3,WBGene00016573,Sequence name for WBGene00016573(lido-12). History: N.A.
C41H7.4,C41H7.4,WBGene00016574,Sequence name for WBGene00016574(lido-11). History: N.A.
C41H7.5,C41H7.5,WBGene00016575,Sequence name for WBGene00016575(lido-10). History: N.A.
C41H7.6,C41H7.6,WBGene00016576,Sequence name for WBGene00016576(lido-9). History: N.A.
C41H7.9,C41H7.9,WBGene00044370,Public name for WBGene00044370. History: N.A.
C49G7.12,C49G7.12,WBGene00077593,Public name for WBGene00077593. History: N.A.
C53A5.10,C53A5.10,WBGene00008268,Sequence name for WBGene00008268(srt-32). History: N.A.
C53D6.6,C53D6.6,WBGene00008283,Public name for WBGene00008283. History: N.A.
D1065.4,D1065.4,WBGene00005420,Sequence name for WBGene00005420(srh-210). History: N.A.
E02A10.2,E02A10.2,WBGene00001732,Sequence name for WBGene00001732(grl-23). History: N.A.
E03H4.12,E03H4.12,WBGene00008479,Sequence name for WBGene00008479(glct-2). History: N.A.
F01D4.3,F01D4.3,WBGene00008487,Public name for WBGene00008487. History: N.A.
F01G10.3,F01G10.3,WBGene00001158,Sequence name for WBGene00001158(ech-9). History: N.A.
F01G10.5,F01G10.5,WBGene00008508,Public name for WBGene00008508. History: N.A.
