# Supplementary File 3,Sheet 14: Small RNAs significantly down-regulated 2 fold or greater in mut-16 mutant animals at 25ºC.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00018767,-9.82912098976685,WBGene00018767,WBGene00018767,"History: Split into F53G2.13(WBGene00304220). History of WBGene00018767: Split into ""WBGene00304220"" on 2018-11-14"
WBGene00008351,-9.58903937594288,WBGene00008351,WBGene00008351,History: N.A.
WBGene00201351,-9.35949973466247,WBGene00201351,WBGene00201351,History: N.A.
WBGene00015639,-9.35647289200277,WBGene00015639,WBGene00015639,History: N.A.
WBGene00219748,-9.33353741562274,WBGene00219748,WBGene00219748,History: N.A.
WBGene00022209,-9.3094141899406,WBGene00022209,WBGene00022209,History: N.A.
WBGene00175029,-9.24436888650743,WBGene00175029,WBGene00175029,History: N.A.
WBGene00022275,-9.22833766773486,WBGene00022275,WBGene00022275,History: N.A.
WBGene00007485,-9.21469478823577,WBGene00007485,WBGene00007485,History: N.A.
WBGene00009437,-9.10051099916443,WBGene00009437,WBGene00009437,History: N.A.
WBGene00007275,-9.06790403862246,WBGene00007275,WBGene00007275,History: N.A.
WBGene00021301,-9.05522458172775,WBGene00021301,WBGene00021301,History: N.A.
WBGene00197843,-9.0529264466222,WBGene00197843,WBGene00197843,History: N.A.
WBGene00235277,-9.01521313420869,WBGene00235277,WBGene00235277,History: N.A.
WBGene00012151,-8.99281666252542,WBGene00012151,WBGene00012151,History: N.A.
WBGene00013618,-8.96713986632484,WBGene00013618,WBGene00013618,History: N.A.
WBGene00013062,-8.95221714754175,WBGene00013062,WBGene00013062,History: N.A.
WBGene00009788,-8.95178030294121,WBGene00009788,WBGene00009788,History: N.A.
WBGene00199701,-8.93563592102421,WBGene00199701,WBGene00199701,History: N.A.
WBGene00001188,-8.90755554566346,WBGene00001188,WBGene00001188,History: N.A.
WBGene00003075,-8.9074682997342,WBGene00003075,WBGene00003075,History: N.A.
WBGene00017071,-8.90662431627569,WBGene00017071,WBGene00017071,History: N.A.
WBGene00045058,-8.90211926605476,WBGene00045058,WBGene00045058,History: N.A.
WBGene00006513,-8.88968284396922,WBGene00006513,WBGene00006513,History: N.A.
WBGene00006985,-8.8820996842046,WBGene00006985,WBGene00006985,History: N.A.
WBGene00013622,-8.87836890653348,WBGene00013622,WBGene00013622,History: N.A.
WBGene00219932,-8.85823342998861,WBGene00219932,WBGene00219932,History: N.A.
WBGene00010184,-8.82174354245478,WBGene00010184,WBGene00010184,History: N.A.
WBGene00044401,-8.81694393739338,WBGene00044401,WBGene00044401,History: N.A.
WBGene00044705,-8.80406902032669,WBGene00044705,WBGene00044705,History: N.A.
WBGene00197474,-8.79893869994581,WBGene00197474,WBGene00197474,History: N.A.
WBGene00012061,-8.75412974131643,WBGene00012061,WBGene00012061,History: N.A.
WBGene00022020,-8.74275270371263,WBGene00022020,WBGene00022020,History: N.A.
WBGene00012107,-8.73921471081848,WBGene00012107,WBGene00012107,History: N.A.
WBGene00010769,-8.73038391391386,WBGene00010769,WBGene00010769,History: Renamed on 2004-08-25
WBGene00021727,-8.72259849888325,WBGene00021727,WBGene00021727,History: N.A.
WBGene00014178,-8.71949697188345,WBGene00014178,WBGene00014178,History: N.A.
WBGene00013673,-8.71885633763431,WBGene00013673,WBGene00013673,History: N.A.
WBGene00012295,-8.71008008470453,WBGene00012295,WBGene00012295,History: N.A.
WBGene00003585,-8.69358881966621,WBGene00003585,WBGene00003585,History: N.A.
WBGene00022063,-8.69097690422998,WBGene00022063,WBGene00022063,History: N.A.
WBGene00008945,-8.68382020225567,WBGene00008945,WBGene00008945,History: N.A.
