increased in hrde-1 at 23C 1,Input,Suggested Match,History
scl-24,scl-24,WBGene00008575,Public name for WBGene00008575. History: N.A.
Y22D7AL.15,Y22D7AL.15,WBGene00021253,Public name for WBGene00021253. History: N.A.
dpy-4,dpy-4,WBGene00001066,Public name for WBGene00001066. History: N.A.
F58H7.5,F58H7.5,WBGene00019070,Public name for WBGene00019070. History: N.A.
vps-32.2,vps-32.2,WBGene00016497,Public name for WBGene00016497. History: Renamed on 2005-03-17
W03H9.2,W03H9.2,WBGene00012228,Public name for WBGene00012228. History: N.A.
F55B11.6,F55B11.6,WBGene00044249,Public name for WBGene00044249. History: N.A.
F55B11.4,F55B11.4,WBGene00010086,Public name for WBGene00010086. History: N.A.
tag-329,tag-329,WBGene00008231,Public name for WBGene00008231. History: N.A.
F40D4.13,F40D4.13,WBGene00009572,Public name for WBGene00009572. History: N.A.
C13B9.4,C13B9.4,WBGene00015735,Sequence name for WBGene00015735(pdfr-1). History: Renamed on 2012-08-29
F08G5.6,F08G5.6,WBGene00008584,Sequence name for WBGene00008584(irg-4). History: N.A.
wrt-1,wrt-1,WBGene00006947,Public name for WBGene00006947. History: N.A.
F41G4.7,F41G4.7,WBGene00018310,"Public name for WBGene00018310. History: Split into F41G4.13(WBGene00304806). History of WBGene00018310: Split into ""WBGene00304806"" on 2019-05-20"
F41G4.5,F41G4.5,WBGene00018309,Public name for WBGene00018309. History: N.A.
F41G4.4,F41G4.4,WBGene00018309,"Public name for Dead gene WBGene00018308. History of WBGene00018308: Merged into ""WBGene00018309"" on 2018-11-14"
F18E9.7,F18E9.7,WBGene00017573,Public name for WBGene00017573. History: N.A.
Y53F4B.10,Y53F4B.10,WBGene00013157,Public name for WBGene00013157. History: N.A.
Y61A9LA.12,Y61A9LA.12,WBGene00044586,Public name for WBGene00044586. History: N.A.
ZC15.1,ZC15.1,WBGene00013830,Public name for WBGene00013830. History: N.A.
clec-67,clec-67,WBGene00018971,Public name for WBGene00018971. History: N.A.
R10D12.9,R10D12.9,WBGene00011190,Sequence name for WBGene00011190(swt-6). History: N.A.
D2096.1,D2096.1,WBGene00017069,Sequence name for WBGene00017069(timm-17B.2). History: N.A.
M116.2,M116.2,WBGene00019789,Public name for WBGene00019789. History: N.A.
bath-45,bath-45,WBGene00009247,Public name for WBGene00009247. History: N.A.
C41D11.6,C41D11.6,WBGene00016565,Sequence name for WBGene00016565(sosi-1). History: N.A.
C29F3.7,C29F3.7,WBGene00007807,Public name for WBGene00007807. History: N.A.
F37H8.2,F37H8.2,WBGene00009511,Public name for WBGene00009511. History: N.A.
F16B4.6,F16B4.6,WBGene00017508,Public name for WBGene00017508. History: N.A.
C40A11.8,C40A11.8,WBGene00016551,Public name for WBGene00016551. History: N.A.
C40A11.7,C40A11.7,WBGene00016550,Public name for WBGene00016550. History: N.A.
clec-125,clec-125,WBGene00021118,Public name for WBGene00021118. History: N.A.
K05C4.9,K05C4.9,WBGene00010585,Public name for WBGene00010585. History: N.A.
C33C12.4,C33C12.4,WBGene00016336,Public name for WBGene00016336. History: N.A.
Y47A7.1,Y47A7.1,WBGene00021613,Sequence name for WBGene00021613(ttc-37). History: N.A.
B0379.1,B0379.1,WBGene00007155,Public name for WBGene00007155. History: N.A.
fbxa-11,fbxa-11,WBGene00020451,Public name for WBGene00020451. History: N.A.
tba-7,tba-7,WBGene00006533,Public name for WBGene00006533. History: N.A.
nhr-15,nhr-15,WBGene00003614,Public name for WBGene00003614. History: N.A.
bath-21,bath-21,WBGene00019138,Public name for WBGene00019138. History: N.A.
Y53H1B.1,Y53H1B.1,WBGene00013180,Sequence name for WBGene00013180(cutl-10). History: N.A.
nspa-6,nspa-6,WBGene00044273,Public name for WBGene00044273. History: N.A.
nspa-7,nspa-7,WBGene00044274,Public name for WBGene00044274. History: N.A.
nspa-2,nspa-2,WBGene00044271,Public name for WBGene00044271. History: N.A.
nspa-4,nspa-4,WBGene00044272,Public name for WBGene00044272. History: N.A.
K02E7.2,K02E7.2,,Sequence name for Suppressed gene WBGene00019307. Molecular name for Suppressed gene WBGene00019307. Public name for Suppressed gene WBGene00019307. History of WBGene00019307: Killed on 2009-04-15; Suppressed on 2013-03-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K02E7.3,K02E7.3,,Sequence name for Suppressed gene WBGene00019308. Molecular name for Suppressed gene WBGene00019308. Public name for Suppressed gene WBGene00019308. History of WBGene00019308: Killed on 2009-04-15; Suppressed on 2012-11-15. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K02E2.6,K02E2.6,WBGene00010507,Public name for WBGene00010507. History: N.A.
F22H10.4,F22H10.4,WBGene00017729,"Public name for Dead gene WBGene00017728. History of WBGene00017728: Merged into ""WBGene00017729"" on 2014-12-15"
T08E11.5,T08E11.5,WBGene00020361,Sequence name for WBGene00020361(fbxc-19). History: N.A.
W09H1.4,W09H1.4,WBGene00012374,Public name for WBGene00012374. History: N.A.
K08B4.5,K08B4.5,WBGene00019517,Public name for WBGene00019517. History: N.A.
Y79H2A.4,Y79H2A.4,WBGene00013581,Public name for WBGene00013581. History: N.A.
col-41,col-41,WBGene00000618,Public name for WBGene00000618. History: N.A.
col-97,col-97,WBGene00000672,Public name for WBGene00000672. History: N.A.
sulp-8,sulp-8,WBGene00013963,Public name for WBGene00013963. History: N.A.
ife-5,ife-5,WBGene00002063,Public name for WBGene00002063. History: N.A.
clec-66,clec-66,WBGene00009397,Public name for WBGene00009397. History: N.A.
rnh-1.3,rnh-1.3,WBGene00007303,Public name for WBGene00007303. History: N.A.
fbxa-107,fbxa-107,WBGene00012564,Public name for WBGene00012564. History: N.A.
F07B7.1,F07B7.1,WBGene00017185,Public name for WBGene00017185. History: N.A.
F07B7.2,F07B7.2,WBGene00017186,Public name for WBGene00017186. History: N.A.
ZC15.3,ZC15.3,WBGene00013832,Public name for WBGene00013832. History: N.A.
C09G12.5,C09G12.5,WBGene00015655,Public name for WBGene00015655. History: N.A.
C08F11.12,C08F11.12,WBGene00007459,Public name for WBGene00007459. History: N.A.
B0024.4,B0024.4,WBGene00007097,Public name for WBGene00007097. History: N.A.
ins-31,ins-31,WBGene00002114,Public name for WBGene00002114. History: N.A.
F53H10.2,F53H10.2,WBGene00010012,Sequence name for WBGene00010012(saeg-1). History: N.A.
C38D9.2,C38D9.2,WBGene00008010,Public name for WBGene00008010. History: N.A.
T26E3.7,T26E3.7,WBGene00012040,Public name for WBGene00012040. History: N.A.
C18H2.1,C18H2.1,WBGene00015988,"Sequence name for WBGene00015988(lido-18). History: Split into C18H2.8(WBGene00305979), C18H2.9(WBGene00305980). History of WBGene00015988: Split into ""WBGene00305979"" on 2020-01-20; Split into ""WBGene00305980"" on 2020-01-20"
bli-2,bli-2,WBGene00000252,Public name for WBGene00000252. History: N.A.
C08F11.7,C08F11.7,WBGene00007454,Public name for WBGene00007454. History: N.A.
clec-266,clec-266,WBGene00016088,Public name for WBGene00016088. History: N.A.
clec-52,clec-52,WBGene00015052,Public name for WBGene00015052. History: N.A.
ZK262.8,ZK262.8,WBGene00013953,Public name for WBGene00013953. History: N.A.
ZK262.9,ZK262.9,WBGene00013954,Public name for WBGene00013954. History: N.A.
C18D4.6,C18D4.6,WBGene00007675,Public name for WBGene00007675. History: N.A.
T23G5.6,T23G5.6,WBGene00011964,Sequence name for WBGene00011964(saeg-2). History: N.A.
ZK1055.2,ZK1055.2,WBGene00022843,Public name for WBGene00022843. History: N.A.
dod-21,dod-21,WBGene00007873,Public name for WBGene00007873. History: N.A.
