Genes significantely down-regulated by GRO-seq in csr-1 hypomorph vs. WT using DESeq p<0.05,Input,Suggested Match,History
B0024.13,B0024.13,WBGene00007102,Public name for WBGene00007102. History: N.A.
B0035.6,B0035.6,WBGene00007109,Sequence name for WBGene00007109(edg-1). History: N.A.
B0035.8,B0035.8,WBGene00001922,Sequence name for WBGene00001922(his-48). History: N.A.
B0213.15,B0213.15,WBGene00015044,Sequence name for WBGene00015044(cyp-34A9). History: Renamed on 2004-08-25
B0244.8,B0244.8,WBGene00015083,Sequence name for WBGene00015083(egg-1). History: N.A.
B0280.5,B0280.5,WBGene00015102,Sequence name for WBGene00015102(cpg-2). History: N.A.
B0379.3,B0379.3,WBGene00003508,Sequence name for WBGene00003508(mut-16). History: Renamed on 2013-10-16
B0393.6,B0393.6,WBGene00007171,Public name for WBGene00007171. History: N.A.
B0511.7,B0511.7,WBGene00015233,Public name for WBGene00015233. History: N.A.
B0523.3,B0523.3,WBGene00003993,Sequence name for WBGene00003993(pgl-2). History: N.A.
C01G8.1,C01G8.1,WBGene00015312,Public name for WBGene00015312. History: N.A.
C03A7.11,C03A7.11,WBGene00015369,Sequence name for WBGene00015369(ugt-51). History: N.A.
C03B1.13,C03B1.13,WBGene00015381,Public name for WBGene00015381. History: N.A.
C03D6.5,C03D6.5,WBGene00007277,Sequence name for WBGene00007277(asfl-1). History: N.A.
C05C10.3,C05C10.3,WBGene00007330,Public name for WBGene00007330. History: N.A.
C05C10.5,C05C10.5,WBGene00007332,Public name for WBGene00007332. History: N.A.
C05D11.4,C05D11.4,WBGene00002881,Sequence name for WBGene00002881(let-756). History: N.A.
C05D2.5,C05D2.5,WBGene00001514,Sequence name for WBGene00001514(xnd-1). History: Renamed on 2008-09-15
C05D2.8,C05D2.8,WBGene00015469,Public name for WBGene00015469. History: N.A.
C05E7.2,C05E7.2,WBGene00007344,Public name for WBGene00007344. History: N.A.
C06A5.6,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
C06E1.3,C06E1.3,WBGene00015519,Sequence name for WBGene00015519(doxa-1). History: N.A.
C06E7.1,C06E7.1,WBGene00015538,Sequence name for WBGene00015538(sams-3). History: N.A.
C06G3.1,C06G3.1,WBGene00003695,Sequence name for WBGene00003695(nhr-105). History: N.A.
C06G3.2,C06G3.2,WBGene00002228,Sequence name for WBGene00002228(klp-18). History: N.A.
C06G8.1,C06G8.1,WBGene00007384,Sequence name for WBGene00007384(swt-3). History: N.A.
C06H5.7,C06H5.7,WBGene00007395,Sequence name for WBGene00007395(dcar-1). History: N.A.
C07G2.1,C07G2.1,WBGene00000465,Sequence name for WBGene00000465(cpg-1). History: Renamed on 2006-06-16; Renamed on 2008-01-14
C07G3.9,C07G3.9,WBGene00015577,Sequence name for WBGene00015577(ugt-64). History: N.A.
C08C3.4,C08C3.4,WBGene00015591,Sequence name for WBGene00015591(cyk-7). History: N.A.
C08H9.3,C08H9.3,WBGene00007464,Sequence name for WBGene00007464(algn-8). History: N.A.
C09B8.4,C09B8.4,WBGene00015623,Public name for WBGene00015623. History: N.A.
C09G4.2,C09G4.2,WBGene00015650,Sequence name for WBGene00015650(pkg-2). History: N.A.
C09H5.2,C09H5.2,WBGene00015660,Sequence name for WBGene00015660(catp-3). History: N.A.
C10C5.4,C10C5.4,WBGene00007508,Public name for WBGene00007508. History: N.A.
C10F3.1,C10F3.1,WBGene00015677,Sequence name for WBGene00015677(cpg-4). History: N.A.
C13A10.1,C13A10.1,WBGene00015728,Public name for WBGene00015728. History: N.A.
C14A6.1,C14A6.1,WBGene00007565,Sequence name for WBGene00007565(clec-48). History: N.A.
C14B9.4,C14B9.4,WBGene00004042,Sequence name for WBGene00004042(plk-1). History: N.A.
C15H11.6,C15H11.6,WBGene00003835,Sequence name for WBGene00003835(nxf-2). History: N.A.
C16A11.3,C16A11.3,WBGene00015816,"Public name for WBGene00015816. History: Split into C16A11.10(WBGene00185089). History of WBGene00015816: Split into ""WBGene00185089"" on 2009-03-13"
C16C10.3,C16C10.3,WBGene00007624,Sequence name for WBGene00007624(hrde-1). History: Renamed on 2012-08-29
C17C3.1,C17C3.1,WBGene00015887,Public name for WBGene00015887. History: N.A.
C17C3.12,C17C3.12,WBGene00015894,Sequence name for WBGene00015894(acdh-2). History: N.A.
C17E4.3,C17E4.3,WBGene00007643,Sequence name for WBGene00007643(marc-3). History: N.A.
C18A3.4,C18A3.4,WBGene00015942,Sequence name for WBGene00015942(osta-2). History: N.A.
C18E3.8,C18E3.8,WBGene00001985,Sequence name for WBGene00001985(hop-1). History: N.A.
C18G1.4,C18G1.4,WBGene00003994,"Sequence name for WBGene00003994(pgl-3). History: Renamed on 2005-10-06. Public name for Dead gene WBGene00015983. History of WBGene00015983: Merged into ""WBGene00003994"" on 2005-09-06"
C23G10.6,C23G10.6,WBGene00016013,Sequence name for WBGene00016013(ugt-66). History: N.A.
C25A1.8,C25A1.8,WBGene00007709,Sequence name for WBGene00007709(clec-87). History: Renamed on 2006-06-15
C25D7.6,C25D7.6,WBGene00003155,Sequence name for WBGene00003155(mcm-3). History: N.A.
C25F9.1,C25F9.1,WBGene00005832,Sequence name for WBGene00005832(srw-85). History: N.A.
C27A2.3,C27A2.3,WBGene00002068,Sequence name for WBGene00002068(ify-1). History: N.A.
C27A7.6,C27A7.6,WBGene00007757,Public name for WBGene00007757. History: N.A.
C27H5.4,C27H5.4,WBGene00016174,Sequence name for WBGene00016174(mfsd-13.2). History: N.A.
C27H6.4,C27H6.4,WBGene00007786,Sequence name for WBGene00007786(rmd-2). History: N.A.
C29E6.5,C29E6.5,WBGene00003633,Sequence name for WBGene00003633(nhr-43). History: N.A.
C29H12.5,C29H12.5,WBGene00016236,Sequence name for WBGene00016236(heri-1). History: Renamed on 2018-06-11
C30B5.1,C30B5.1,WBGene00077732,"Sequence name for WBGene00077732(szy-4). History: Renamed on 2012-08-15. Public name for Dead gene WBGene00016243. History of WBGene00016243: Merged into ""WBGene00077732"" on 2012-08-15"
C30G4.7,C30G4.7,WBGene00016269,"Public name for Dead gene WBGene00016272. History of WBGene00016272: Merged into ""WBGene00016269"" on 2014-06-30"
C31C9.1,C31C9.1,WBGene00006404,Sequence name for WBGene00006404(tag-10). History: N.A.
C31H1.8,C31H1.8,WBGene00016291,Sequence name for WBGene00016291(oops-1). History: N.A.
C32D5.9,C32D5.9,WBGene00002980,Sequence name for WBGene00002980(lgg-1). History: Renamed on 2008-02-29
C34B2.7,C34B2.7,WBGene00016392,Sequence name for WBGene00016392(sdha-2). History: N.A.
C34D4.10,C34D4.10,WBGene00016402,Public name for WBGene00016402. History: N.A.
C34E7.4,C34E7.4,WBGene00007934,Public name for WBGene00007934. History: N.A.
C35C5.10,C35C5.10,WBGene00007959,Public name for WBGene00007959. History: N.A.
C36A4.9,C36A4.9,WBGene00007969,Sequence name for WBGene00007969(acs-19). History: N.A.
C36C5.14,C36C5.14,WBGene00016483,Public name for WBGene00016483. History: N.A.
C36C5.5,C36C5.5,WBGene00016474,Public name for WBGene00016474. History: N.A.
C37C3.9,C37C3.9,WBGene00016501,Public name for WBGene00016501. History: N.A.
C39E9.13,C39E9.13,WBGene00004339,Sequence name for WBGene00004339(rfc-3). History: N.A.
C40C9.5,C40C9.5,WBGene00006412,Sequence name for WBGene00006412(nlg-1). History: Renamed on 2019-05-20
C41D11.3,C41D11.3,WBGene00016562,Public name for WBGene00016562. History: N.A.
C41G7.2,C41G7.2,WBGene00002226,Sequence name for WBGene00002226(klp-16). History: N.A.
C41G7.4,C41G7.4,WBGene00008062,Sequence name for WBGene00008062(set-32). History: Renamed on 2007-05-03
