gene_id,gene_name,log2 fold change (MLE): group dpy f4 vs wt f3,Benjamini-Hochberg adjusted p-values,mutant_f2_RNAseq_rep1.robustRPKM,mutant_f2_RNAseq_rep2.robustRPKM,mutant_f2_RNAseq_rep3.robustRPKM,mutant_f2_RNAseq_rep4.robustRPKM,wt_RNAseq_rep1.robustRPKM,wt_RNAseq_rep2.robustRPKM,wt_RNAseq_rep3.robustRPKM,wt_RNAseq_rep4.robustRPKM,Input,Suggested Match,History
WBGene00044728,Y53F4B.45,3.07914929584948,9.88854771172961e-282,109.307389219987,111.6492945013,108.080572699278,112.694184644763,13.9632894201308,12.681069702657,12.7330889162021,12.8973565757626,WBGene00044728,WBGene00044728,History: N.A.
WBGene00006044,ssp-16,2.40599017383329,2.41067813315965e-175,341.829831154446,336.508743245853,354.40704373089,313.027078495378,66.5419471506591,66.9933703276053,57.0262587514398,63.1943411529898,WBGene00006044,WBGene00006044,History: N.A.
WBGene00014154,ZK930.4,3.16974411613852,2.69490200893144e-162,88.5916107212718,80.7364677543207,88.9597370517897,82.4985012580904,9.71474244982586,10.8067927935835,9.41718034427447,7.81439550774331,WBGene00014154,WBGene00014154,History: N.A.
WBGene00019084,F59A6.2,3.54173252907532,2.2954976790726707e-152,140.319482107411,137.011603375669,177.960122255232,145.026081528966,11.762565754909,14.9986515826509,14.2796460122332,10.3583586291748,WBGene00019084,WBGene00019084,History: N.A.
WBGene00018120,F36H12.4,2.80110931367366,1.30557928664188e-129,154.125235839029,153.485500834419,167.520000698318,150.522830270806,19.4559195729846,22.6846331438929,23.2861186694787,24.3998579732688,WBGene00018120,WBGene00018120,History: N.A.
WBGene00007610,C15H7.3,2.59014452518521,2.16989720836431e-127,51.8066549346537,54.075957969474,61.1588356387891,51.8801514343386,8.13226677803605,10.0918437821822,8.87373831650211,9.21435630294872,WBGene00007610,WBGene00007610,History: N.A.
WBGene00001944,his-70,3.26691965143842,1.3625078973026599e-126,104.52099058031,90.2412389536435,116.536432767694,101.022927027625,9.15463896257354,11.563340801723,13.1768911281103,8.89315844653089,WBGene00001944,WBGene00001944,History: N.A.
WBGene00018783,cbs-2,2.83712153363453,6.6073332567023e-123,26.7768164884923,29.966472026273,28.1587526324721,30.584065864738,3.69141331183859,4.87365165200824,3.28853916784188,4.26029266199932,WBGene00018783,WBGene00018783,History: N.A.
WBGene00002227,klp-17,2.9830714485164,1.7539505835622603e-120,27.6954373914469,31.5705389508433,31.0262787560022,28.5825430954015,3.19319634901438,4.29930316251428,3.64697169831319,3.86477477560681,WBGene00002227,WBGene00002227,"History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
WBGene00002212,kin-31,3.24180705614083,7.140729467265479e-119,35.7715848083732,35.7544430420431,37.364865378958,35.341167691944,4.22648506292207,5.03346830388437,3.32772194641994,2.55432463731748,WBGene00002212,WBGene00002212,History: N.A.
WBGene00016085,C25A8.5,2.64151518467983,1.40120889989753e-118,46.3198278941694,46.0114313931227,53.8126730127926,48.07646244182,7.61760192097714,9.25299193327915,7.34146773938799,6.82042212709867,WBGene00016085,WBGene00016085,History: N.A.
WBGene00014505,T05E11.9,1.59710554083372,9.12366609359407e-116,199.595792456612,208.203608017535,202.785659374815,213.98576914724,71.6411496324508,69.829709630151,66.4551452866185,64.5423339258485,WBGene00014505,WBGene00014505,History: N.A.
WBGene00017736,F23C8.7,2.634227180028,4.21918646094282e-109,37.9354563974738,40.9084033055196,43.7899616633258,35.9233765863926,6.49884578638316,7.48853364483938,5.55725047456141,5.92349668662118,WBGene00017736,WBGene00017736,History: N.A.
WBGene00016462,C35E7.10,2.20259381218922,1.22115179428127e-108,47.3079004766329,44.9996162777134,52.0768084770036,46.8379058452339,9.68920297459392,11.3173015026714,9.60477357822416,10.8968441792971,WBGene00016462,WBGene00016462,History: N.A.
WBGene00235294,Y69A2AR.47,4.21747038439607,6.962380445123269e-108,81.6312203641363,86.1369911436014,89.5198015330697,96.830863111965,3.43339757170316,5.70094378117266,4.6531949936415,5.18753282961093,WBGene00235294,WBGene00235294,History: N.A.
WBGene00016358,C33F10.12,2.08295232971588,2.43602459281856e-107,49.5722478690807,48.1980202326105,50.2678152942868,50.1773753553869,11.9016199967518,12.069498476597,10.51751856356,12.2766248332879,WBGene00016358,WBGene00016358,History: N.A.
WBGene00008001,C38C10.3,2.96015077478787,2.78600554076111e-107,53.2862716662681,52.4609349097503,53.0129721703311,42.3938380949157,7.66383386540884,6.95065805832627,5.4603818802936,5.71917439289404,WBGene00008001,WBGene00008001,History: N.A.
WBGene00007563,C14A4.13,2.83982808560796,9.81022471663489e-105,25.0362854138784,26.5762820726612,27.8562607568883,25.5372266768259,3.85844558839237,4.0396987005657,3.77722068753866,2.94943338138414,WBGene00007563,WBGene00007563,History: N.A.
WBGene00018841,F54H5.5,2.79698402318606,1.3221952084353498e-103,46.5001887302737,44.3537823966857,47.2388800220968,45.0377157090394,7.44328485257646,7.88426172822222,5.12390683981778,5.78602977899588,WBGene00018841,WBGene00018841,"History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
