decreased in hrde-1 at p15C 4,Input,Suggested Match,History
col-38,col-38,WBGene00000615,Public name for WBGene00000615. History: N.A.
F58H7.5,F58H7.5,WBGene00019070,Public name for WBGene00019070. History: N.A.
W03H9.2,W03H9.2,WBGene00012228,Public name for WBGene00012228. History: N.A.
ZK596.1,ZK596.1,WBGene00014006,Public name for WBGene00014006. History: N.A.
F55B11.6,F55B11.6,WBGene00044249,Public name for WBGene00044249. History: N.A.
C13B9.4,C13B9.4,WBGene00015735,Sequence name for WBGene00015735(pdfr-1). History: Renamed on 2012-08-29
F41G4.7,F41G4.7,WBGene00018310,"Public name for WBGene00018310. History: Split into F41G4.13(WBGene00304806). History of WBGene00018310: Split into ""WBGene00304806"" on 2019-05-20"
Y53F4B.10,Y53F4B.10,WBGene00013157,Public name for WBGene00013157. History: N.A.
Y61A9LA.12,Y61A9LA.12,WBGene00044586,Public name for WBGene00044586. History: N.A.
D2096.1,D2096.1,WBGene00017069,Sequence name for WBGene00017069(timm-17B.2). History: N.A.
bath-45,bath-45,WBGene00009247,Public name for WBGene00009247. History: N.A.
C41D11.6,C41D11.6,WBGene00016565,Sequence name for WBGene00016565(sosi-1). History: N.A.
F37H8.2,F37H8.2,WBGene00009511,Public name for WBGene00009511. History: N.A.
F16B4.6,F16B4.6,WBGene00017508,Public name for WBGene00017508. History: N.A.
C40A11.8,C40A11.8,WBGene00016551,Public name for WBGene00016551. History: N.A.
C27D8.3,C27D8.3,WBGene00007779,Public name for WBGene00007779. History: N.A.
K02E7.2,K02E7.2,,Sequence name for Suppressed gene WBGene00019307. Molecular name for Suppressed gene WBGene00019307. Public name for Suppressed gene WBGene00019307. History of WBGene00019307: Killed on 2009-04-15; Suppressed on 2013-03-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K02E7.3,K02E7.3,,Sequence name for Suppressed gene WBGene00019308. Molecular name for Suppressed gene WBGene00019308. Public name for Suppressed gene WBGene00019308. History of WBGene00019308: Killed on 2009-04-15; Suppressed on 2012-11-15. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
lips-15,lips-15,WBGene00012585,Public name for WBGene00012585. History: N.A.
W09H1.4,W09H1.4,WBGene00012374,Public name for WBGene00012374. History: N.A.
pqn-46,pqn-46,WBGene00004133,Other name for WBGene00004133(abu-13). History: Renamed on 2011-04-12
ife-5,ife-5,WBGene00002063,Public name for WBGene00002063. History: N.A.
rnh-1.3,rnh-1.3,WBGene00007303,Public name for WBGene00007303. History: N.A.
col-95,col-95,WBGene00000670,Public name for WBGene00000670. History: N.A.
F07B7.1,F07B7.1,WBGene00017185,Public name for WBGene00017185. History: N.A.
F07B7.2,F07B7.2,WBGene00017186,Public name for WBGene00017186. History: N.A.
ZC15.3,ZC15.3,WBGene00013832,Public name for WBGene00013832. History: N.A.
C38D9.2,C38D9.2,WBGene00008010,Public name for WBGene00008010. History: N.A.
C18H2.1,C18H2.1,WBGene00015988,"Sequence name for WBGene00015988(lido-18). History: Split into C18H2.8(WBGene00305979), C18H2.9(WBGene00305980). History of WBGene00015988: Split into ""WBGene00305979"" on 2020-01-20; Split into ""WBGene00305980"" on 2020-01-20"
C10C5.5,C10C5.5,WBGene00007509,Public name for WBGene00007509. History: N.A.
C10C5.4,C10C5.4,WBGene00007508,Public name for WBGene00007508. History: N.A.
C08F11.7,C08F11.7,WBGene00007454,Public name for WBGene00007454. History: N.A.
ZK262.8,ZK262.8,WBGene00013953,Public name for WBGene00013953. History: N.A.
F56A4.2,F56A4.2,WBGene00018910,Public name for WBGene00018910. History: N.A.
T23G5.6,T23G5.6,WBGene00011964,Sequence name for WBGene00011964(saeg-2). History: N.A.
